,BILL NO.,DATE,PRODUCT NAME,IT group,BRAND,DESING,COLOR,SIZE,QTY.,RATE,DIS. AMT.,SALE AMT.,PURCH AMT.,PURCH PARTY,year,month,day,item_type
5207,G2079,2019-10-27,L.SLIP,L.SLIP,JOCKEY,1487,ASTD,XL,1.0,224.0,11.2,212.8,150.0,RIDHAAN ENTERPRISE,2019,10,27,female
5208,G2080,2019-10-27,SOCKS,SOCKS,GALAXY,ANKLE,ASTD,FREE,1.0,80.0,0.0,80.0,48.0,MARUTI HOSIERY,2019,10,27,other
5209,G2080,2019-10-27,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,27,other
5210,G2080,2019-10-27,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,27,other
5211,G2080,2019-10-27,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,60.0,0.0,60.0,29.16,MARUTI HOSIERY,2019,10,27,other
5212,G2080,2019-10-27,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,27.08,MARUTI HOSIERY,2019,10,27,other
5213,G2080,2019-10-27,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,50.0,0.0,50.0,25.0,MARUTI HOSIERY,2019,10,27,other
5214,G2081,2019-10-27,M.VEST,M.VEST,AMUL MACHO,Z COSMO,ASTD,85,1.0,175.0,8.75,166.25,130.0,GAYATRI HOSIERY TRADERS,2019,10,27,male
5215,G2081,2019-10-27,L.BRIEF,L.BRIEF,RED ROSE,NAKSHATRA,ASTD,M-XL,1.0,390.0,39.0,351.0,252.0,RUP RATNA MARKETING,2019,10,27,female
5216,G2082,2019-10-27,M.BRIEF,M.BRIEF,ZOIRO,2012,ASTD,M,1.0,185.0,9.25,175.75,135.04,V3 ENTERPRISE,2019,10,27,male
5217,G2082,2019-10-27,M.TRUNK,M.TRUNK,ZOIRO,TRUNK,ASTD,M,1.0,185.0,9.25,175.75,135.04,V3 ENTERPRISE,2019,10,27,male
5218,G2083,2019-10-27,M.BRIEF,M.BRIEF,AMUL MACHO,COSMO,ASTD,M,1.0,130.0,6.5,123.5,95.0,GAYATRI HOSIERY TRADERS,2019,10,27,male
5219,G2083,2019-10-27,M.BRIEF,M.BRIEF,AMUL MACHO,COSMO,ASTD,M,1.0,130.0,6.5,123.5,95.0,GAYATRI HOSIERY TRADERS,2019,10,27,male
5220,G2084,2019-10-27,M.TRACKPANT,M.TRACKPANT,RUNBUDDY,5008,ASTD,XL,1.0,799.0,39.95,759.05,557.55,SHREE AAIJI MARKETING,2019,10,27,male
5221,G2084,2019-10-27,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,XL,1.0,549.0,54.9,494.1,376.46,SK ENTERPRISE,2019,10,27,male
5222,G2084,2019-10-27,M.TRACKPANT,M.TRACKPANT,VANHEUSEN,50052,ASTD,S-L,-1.0,999.0,-239.95,-759.05,-699.3,HR FASHION,2019,10,27,male
5223,G2085,2019-10-27,M.BRIEF,M.BRIEF,JOCKEY,8037,ASTD,M,1.0,159.0,7.95,151.05,115.15,AMI ENTERPRISE,2019,10,27,male
5224,G2085,2019-10-27,M.BRIEF,M.BRIEF,JOCKEY,US52,ASTD,L,1.0,209.0,10.45,198.55,151.36,NETCOMM INFOSYS,2019,10,27,male
5225,G2085,2019-10-27,M.BRIEF,M.BRIEF,JOCKEY,US52,ASTD,L,1.0,209.0,10.45,198.55,151.36,NETCOMM INFOSYS,2019,10,27,male
5226,G2085,2019-10-27,M.TRUNK,M.TRUNK,JOCKEY,8037,ASTD,L,1.0,150.0,7.5,142.5,108.63,AMI ENTERPRISE,2019,10,27,male
5227,G2085,2019-10-27,M.VEST,M.VEST,JOCKEY,8820,ASTD,L,1.0,159.0,7.95,151.05,120.91,AMI ENTERPRISE,2019,10,27,male
5228,G2085,2019-10-27,M.VEST,M.VEST,JOCKEY,8820,ASTD,L,1.0,159.0,7.95,151.05,120.91,AMI ENTERPRISE,2019,10,27,male
5229,G2085,2019-10-27,M.VEST,M.VEST,JOCKEY,8820,ASTD,L,1.0,159.0,7.95,151.05,120.91,AMI ENTERPRISE,2019,10,27,male
5230,G2085,2019-10-27,M.VEST,M.VEST,JOCKEY,9930,ASTD,L,1.0,299.0,14.95,284.05,217.62,V9 FASHION,2019,10,27,male
5231,G2085,2019-10-27,M.VEST,M.VEST,JOCKEY,9930,ASTD,"S,M,L,XL",1.0,329.0,16.45,312.55,239.45,V9 FASHION,2019,10,27,male
5232,G2085,2019-10-27,M.BOXER,M.BOXER,U.S.POLO,I021,ASTD,XL,1.0,699.0,34.95,664.05,494.44,SK ENTERPRISE,2019,10,27,male
5233,G2085,2019-10-27,M.BRIEF,M.BRIEF,VANHEUSEN,40004,ASTD,L,1.0,299.0,14.95,284.05,207.87,RIVA FASHION,2019,10,27,male
5234,G2085,2019-10-27,M.BRIEF,M.BRIEF,VANHEUSEN,40004,ASTD,L,1.0,299.0,14.95,284.05,207.87,RIVA FASHION,2019,10,27,male
5235,G2086,2019-10-27,PERFUME,PERFUME,NIVEA,BODY SPRAY,-,-,1.0,230.0,0.0,230.0,130.0,SHIVAM ENTERPRISE,2019,10,27,other
5236,G2087,2019-10-27,M.BRIEF,M.BRIEF,JOCKEY,US52,ASTD,M,1.0,209.0,10.45,198.55,151.36,NETCOMM INFOSYS,2019,10,27,male
5237,G2088,2019-10-28,PERFUME,PERFUME,METRON,BLACK L,-,-,1.0,240.0,0.0,240.0,150.0,VEER MARKETING,2019,10,28,other
5238,G2089,2019-10-29,L.TSHIRT,L.TSHIRT,JOCKEY,UL02-01,ASTD,L,1.0,499.0,24.95,474.05,334.68,SAI MARKETING,2019,10,29,female
5239,G2089,2019-10-29,L.CAPRI,L.CAPRI,SWEET DREAM,LYC5155,ASTD,L,1.0,799.0,39.95,759.05,575.26,OM MARKETING,2019,10,29,female
5240,G2090,2019-10-29,L.TSHIRT,L.TSHIRT,NISAR,TSHIRT,ASTD,XL,1.0,220.0,11.0,209.0,145.0,SHREE M.G. GARMENT,2019,10,29,female
5241,G2090,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5242,G2090,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5243,G2090,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5244,G2090,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5245,G2090,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5246,G2090,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5247,G2090,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5248,G2090,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5249,G2090,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5250,G2090,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5251,G2090,2019-10-29,L.SHORT,L.SHORT,ZOOM,SHORT,ASTD,40,1.0,155.0,7.75,147.25,109.2,SHREE AAIJI MARKETING,2019,10,29,female
5252,G2091,2019-10-29,M.BRIEF,M.BRIEF,U.S.POLO,I640,ASTD,L,1.0,175.0,8.75,166.25,129.6,VANKAWALA AGENCIES,2019,10,29,male
5253,G2091,2019-10-29,M.TSHIRT,M.TSHIRT,UCB,666,ASTD,S,1.0,549.0,54.9,494.1,376.46,SK ENTERPRISE,2019,10,29,male
5254,G2091,2019-10-29,M.BRIEF,M.BRIEF,ZOIRO,SPORTS,ASTD,L,1.0,215.0,10.75,204.25,149.47,V3 ENTERPRISE,2019,10,29,male
5255,G2092,2019-10-29,M.BRIEF,M.BRIEF,AMUL MACHO,OE,ASTD,95,1.0,95.0,4.75,90.25,69.53,GAYATRI HOSIERY TRADERS,2019,10,29,male
5256,G2092,2019-10-29,M.BRIEF,M.BRIEF,AMUL MACHO,OE,ASTD,95,1.0,95.0,4.75,90.25,69.53,GAYATRI HOSIERY TRADERS,2019,10,29,male
5257,G2092,2019-10-29,M.VEST,M.VEST,AMUL MACHO,RN,ASTD,95,1.0,105.0,5.25,99.75,75.24,GAYATRI HOSIERY TRADERS,2019,10,29,male
5258,G2092,2019-10-29,M.VEST,M.VEST,AMUL MACHO,RN,ASTD,95,1.0,105.0,5.25,99.75,75.24,GAYATRI HOSIERY TRADERS,2019,10,29,male
5259,G2093,2019-10-29,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,M,1.0,240.0,12.0,228.0,166.85,V3 ENTERPRISE,2019,10,29,male
5260,G2093,2019-10-29,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,M,1.0,240.0,12.0,228.0,166.85,V3 ENTERPRISE,2019,10,29,male
5261,G2094,2019-10-29,M.TRACKPANT,M.TRACKPANT,SAJANI,DD TRACK,ASTD,44,1.0,455.0,22.75,432.25,356.92,SANDIP HOSIERY INDUSTRIES,2019,10,29,male
5262,G2095,2019-10-29,BELT,BELT,-,B600,-,-,1.0,499.0,72.35,426.65,255.0,BABA TRADERES,2019,10,29,other
5263,G2095,2019-10-29,PERFUME,PERFUME,RAMSONS,EXOTICA,-,-,1.0,470.0,47.0,423.0,255.0,SHREE GAYATRI SALES AGENCY,2019,10,29,other
5264,G2096,2019-10-29,M.TRACKPANT,M.TRACKPANT,HOSIERY,TRACK,ASTD,XXL,1.0,500.0,50.0,450.0,294.0,WELCOME HOSIERY,2019,10,29,male
5265,G2097,2019-10-29,PERFUME,PERFUME,METRON,BLACK L,-,-,1.0,240.0,0.0,240.0,150.0,VEER MARKETING,2019,10,29,other
5266,G2097,2019-10-29,L.BRIEF,L.BRIEF,SMARTY,SC-45,ASTD,XXL,1.0,390.0,19.5,370.5,261.3,PARUL HOSIERY,2019,10,29,female
5267,G2097,2019-10-29,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,L,1.0,240.0,12.0,228.0,166.85,V3 ENTERPRISE,2019,10,29,male
5268,G2097,2019-10-29,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,L,1.0,240.0,12.0,228.0,166.85,V3 ENTERPRISE,2019,10,29,male
5269,G2098,2019-10-29,G.NIGHTSUIT,G.NIGHTSUIT,DFL,5500,ASTD,06,1.0,595.0,29.75,565.25,370.0,DFL CLOTHING COMPANY,2019,10,29,girl
5270,G2098,2019-10-29,L.NIGHTSUIT,L.NIGHTSUIT,R.K,1306,ASTD,L,1.0,690.0,34.5,655.5,483.0,RADHA KRISHNA SALES,2019,10,29,female
5271,G2098,2019-10-29,M.BOXER,M.BOXER,U.S.POLO,I021,ASTD,L,1.0,649.0,32.45,616.55,482.01,VANKAWALA AGENCIES,2019,10,29,male
5272,G2099,2019-10-29,M.VEST,M.VEST,JOCKEY,9925,ASTD,"S,M,L,XL",1.0,299.0,14.95,284.05,206.35,V9 FASHION,2019,10,29,male
5273,G2099,2019-10-29,M.VEST,M.VEST,JOCKEY,9925,ASTD,"S,M,L,XL",1.0,299.0,14.95,284.05,206.35,V9 FASHION,2019,10,29,male
5274,G2099,2019-10-29,M.VEST,M.VEST,ZOIRO,551,ASTD,L,-1.0,199.0,-9.95,-189.05,-138.35,V3 ENTERPRISE,2019,10,29,male
5275,G2099,2019-10-29,M.VEST,M.VEST,ZOIRO,551,ASTD,L,-1.0,199.0,-9.95,-189.05,-138.35,V3 ENTERPRISE,2019,10,29,male
5276,G2100,2019-10-29,M.BRIEF,M.BRIEF,JOCKEY,US07,ASTD,L,1.0,229.0,11.45,217.55,165.86,KRISHNA ENTERPRISE,2019,10,29,male
5277,G2100,2019-10-29,M.BRIEF,M.BRIEF,JOCKEY,US07,ASTD,L,1.0,229.0,11.45,217.55,165.86,KRISHNA ENTERPRISE,2019,10,29,male
5278,G2100,2019-10-29,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,L,-1.0,240.0,-12.0,-228.0,-166.85,V3 ENTERPRISE,2019,10,29,male
5279,G2100,2019-10-29,M.BRIEF,M.BRIEF,ZOIRO,LORENZO,ASTD,L,-1.0,240.0,-12.0,-228.0,-166.85,V3 ENTERPRISE,2019,10,29,male
5280,G2101,2019-10-29,L.BRA,L.BRA,SAJANI,LYKA,ASTD,40,1.0,110.0,5.5,104.5,87.4,SANDIP HOSIERY INDUSTRIES,2019,10,29,female
5281,G2101,2019-10-29,L.BRA,L.BRA,SAJANI,LYKA,ASTD,40,1.0,110.0,5.5,104.5,87.4,SANDIP HOSIERY INDUSTRIES,2019,10,29,female
5282,G2102,2019-10-29,M.TSHIRT,M.TSHIRT,IMPORTED,TSHIRT,ASTD,M,1.0,580.0,29.0,551.0,375.0,SHREE M.G. GARMENT,2019,10,29,male
5283,G2102,2019-10-29,M.TRACKPANT,M.TRACKPANT,SELECT,TRANZO,ASTD,L,1.0,778.0,77.8,700.2,505.0,GAYATRI HOSIERY TRADERS,2019,10,29,male
5284,G2103,2019-10-29,M.VEST,M.VEST,AMUL COMFY,RN,ASTD,85-90,1.0,70.0,0.0,70.0,43.0,PANSURIYA GIFT AND PERFUME,2019,10,29,male
5285,G2103,2019-10-29,M.VEST,M.VEST,AMUL COMFY,RN,ASTD,85-90,1.0,70.0,0.0,70.0,43.0,PANSURIYA GIFT AND PERFUME,2019,10,29,male
5286,G2104,2019-10-29,G.NIGHTSUIT,G.NIGHTSUIT,DFL,5308,ASTD,12,1.0,745.0,37.25,707.75,465.0,DFL CLOTHING COMPANY,2019,10,29,girl
5287,G2105,2019-10-29,B.TRACK,B.TRACK,MG,TRACK,ASTD,34-40,1.0,499.0,24.95,474.05,357.0,M.G. GARMENT,2019,10,29,boy
5288,G2106,2019-10-29,M.CAPRI,M.CAPRI,KANCHIRO,CAPRI-2,ASTD,L-XXL,1.0,750.0,37.5,712.5,470.25,SHREE M.G. GARMENT,2019,10,29,male
5289,G2106,2019-10-29,M.CAPRI,M.CAPRI,KANCHIRO,CAPRI-3,ASTD,L-XXL,1.0,800.0,40.0,760.0,551.0,SHREE M.G. GARMENT,2019,10,29,male
5290,G2106,2019-10-29,M.TSHIRT,M.TSHIRT,NEVA,VMC2000,ASTD,M,1.0,410.0,41.0,369.0,260.0,MANAV CORPORATION,2019,10,29,male
5291,G2106,2019-10-29,M.TSHIRT,M.TSHIRT,NEVA,VMC2000,ASTD,M,1.0,410.0,41.0,369.0,260.0,MANAV CORPORATION,2019,10,29,male
5292,G2106,2019-10-29,M.TSHIRT,M.TSHIRT,NEVA,VMC2000,ASTD,M,1.0,410.0,41.0,369.0,260.0,MANAV CORPORATION,2019,10,29,male
5293,G2106,2019-10-29,M.TSHIRT,M.TSHIRT,NEVA,VMC2000,ASTD,M,1.0,410.0,41.0,369.0,260.0,MANAV CORPORATION,2019,10,29,male
5294,G2107,2019-10-29,M.TRACKPANT,M.TRACKPANT,SAJANI,DD TRACK,ASTD,42,1.0,455.0,22.75,432.25,356.92,SANDIP HOSIERY INDUSTRIES,2019,10,29,male
5295,G2108,2019-10-29,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,XXL,1.0,327.0,32.7,294.3,218.0,MANAV CORPORATION,2019,10,29,male
5296,G2109,2019-10-29,G.NIGHTSUIT,G.NIGHTSUIT,DFL,CAPRI,ASTD,04,1.0,555.0,27.75,527.25,345.0,DFL CLOTHING COMPANY,2019,10,29,girl
5297,G2110,2019-10-29,B.TRACK,B.TRACK,MG,TRACK,ASTD,34-40,1.0,499.0,24.95,474.05,357.0,M.G. GARMENT,2019,10,29,boy
5298,G2110,2019-10-29,B.TRACK,B.TRACK,MG,TRACK,ASTD,34-40,-1.0,499.0,-24.95,-474.05,-357.0,M.G. GARMENT,2019,10,29,boy
5299,G2111,2019-10-29,M.BRIEF,M.BRIEF,AMUL MACHO,OE,ASTD,85,1.0,85.0,4.25,80.75,63.81,GAYATRI HOSIERY TRADERS,2019,10,29,male
5300,G2111,2019-10-29,M.TRUNK,M.TRUNK,AMUL MACHO,OE,ASTD,85,1.0,85.0,4.25,80.75,63.81,GAYATRI HOSIERY TRADERS,2019,10,29,male
5301,G2112,2019-10-29,L.BRA,L.BRA,SHERRY,888,ASTD,34,1.0,335.0,16.75,318.25,234.51,PARUL HOSIERY,2019,10,29,female
5302,G2112,2019-10-29,L.BRA,L.BRA,SHERRY,MULTI,ASTD,34,1.0,410.0,20.5,389.5,273.35,PARUL HOSIERY,2019,10,29,female
5303,G2113,2019-10-29,M.BOXER,M.BOXER,U.S.POLO,I664,ASTD,S,1.0,649.0,32.45,616.55,459.07,SK ENTERPRISE,2019,10,29,male
5304,G2113,2019-10-29,M.TSHIRT,M.TSHIRT,VANHEUSEN,60021,ASTD,S,1.0,479.0,23.95,455.05,319.33,HR FASHION,2019,10,29,male
5305,G2114,2019-10-29,L.TSHIRT,L.TSHIRT,NEVA,VMC101,ASTD,XL,1.0,327.0,32.7,294.3,207.62,MANAV CORPORATION,2019,10,29,female
5306,G2114,2019-10-29,M.TRACKPANT,M.TRACKPANT,SELECT,TRANZO,ASTD,XL,1.0,778.0,77.8,700.2,505.0,GAYATRI HOSIERY TRADERS,2019,10,29,male
5307,G2115,2019-10-29,SOCKS,SOCKS,JOCKEY,7095,ASTD,FREE,1.0,129.0,6.45,122.55,86.53,MATANGI MARKETING,2019,10,29,other
5308,G2115,2019-10-29,SOCKS,SOCKS,JOCKEY,7095,ASTD,FREE,1.0,129.0,6.45,122.55,86.53,MATANGI MARKETING,2019,10,29,other
5309,G2115,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5310,G2115,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5311,G2115,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5312,G2115,2019-10-29,SOCKS,SOCKS,NOVELTY,ANKLE,ASTD,FREE,1.0,55.0,0.0,55.0,28.33,MARUTI HOSIERY,2019,10,29,other
5313,G2115,2019-10-29,PERFUME,PERFUME,RAMSONS,SEXY HEART,-,-,1.0,470.0,0.0,470.0,255.0,SHREE GAYATRI SALES AGENCY,2019,10,29,other
5314,G2115,2019-10-29,B.TRUNK,B.TRUNK,UCB,KB02,ASTD,L,1.0,549.0,54.9,494.1,376.46,SK ENTERPRISE,2019,10,29,boy
5315,G2116,2019-10-29,M.CAPRI,M.CAPRI,OSHAN,CAPRI,ASTD,XXL,1.0,460.0,23.0,437.0,320.25,WELCOME HOSIERY,2019,10,29,male
5316,G2117,2019-10-29,L.CAPRI,L.CAPRI,SWEET DREAM,LLC 1188,ASTD,XL,1.0,399.0,19.95,379.05,273.59,OM MARKETING,2019,10,29,female
5317,G2118,2019-10-29,M.TRUNK,M.TRUNK,JOCKEY,IC28,ASTD,L,1.0,479.0,23.95,455.05,355.74,NETCOMM INFOSYS,2019,10,29,male
5318,G2118,2019-10-29,M.TRUNK,M.TRUNK,JOCKEY,IC28,ASTD,L,1.0,479.0,23.95,455.05,338.8,NETCOMM INFOSYS,2019,10,29,male
5319,G2118,2019-10-29,M.TRUNK,M.TRUNK,JOCKEY,IC28,ASTD,L,1.0,479.0,23.95,455.05,338.8,NETCOMM INFOSYS,2019,10,29,male
5320,G2118,2019-10-29,M.TRUNK,M.TRUNK,JOCKEY,IC28,ASTD,L,1.0,479.0,23.95,455.05,338.8,NETCOMM INFOSYS,2019,10,29,male
5321,G2119,2019-10-29,THERMAL,THERMAL,NEVA,VT01,ASTD,50,1.0,289.0,28.9,260.1,183.81,MANAV CORPORATION,2019,10,29,other
5322,G2119,2019-10-29,THERMAL,THERMAL,NEVA,VT01,ASTD,60,1.0,349.0,34.9,314.1,221.59,MANAV CORPORATION,2019,10,29,other
5323,G2119,2019-10-29,THERMAL,THERMAL,NEVA,VT01,ASTD,60,1.0,349.0,34.9,314.1,221.59,MANAV CORPORATION,2019,10,29,other
5324,G2119,2019-10-29,THERMAL,THERMAL,NEVA,VT02,ASTD,70,1.0,389.0,38.9,350.1,246.67,MANAV CORPORATION,2019,10,29,other
5325,G2119,2019-10-29,THERMAL,THERMAL,NEVA,VT02,ASTD,70,1.0,389.0,38.9,350.1,246.67,MANAV CORPORATION,2019,10,29,other
5326,G2119,2019-10-29,THERMAL,THERMAL,NEVA,VTO6,ASTD,50,1.0,294.0,29.4,264.6,186.67,MANAV CORPORATION,2019,10,29,other
5327,G2120,2019-10-29,M.CAPRI,M.CAPRI,FREEDOM,CAPRI,ASTD,XL XXL,1.0,500.0,25.0,475.0,350.0,MARUTI HOSIERY,2019,10,29,male
5328,G2121,2019-10-30,M.TRUNK,M.TRUNK,EURO,LONG TRUNK,ASTD,S-XXL,1.0,115.0,5.75,109.25,91.0,MARUTI HOSIERY,2019,10,30,male
5329,G2121,2019-10-30,M.TRUNK,M.TRUNK,EURO,-,-,L,1.0,115.0,5.75,109.25,90.0,KACHI ENTRY,2019,10,30,male
5330,G2122,2019-10-30,M.TSHIRT,M.TSHIRT,C.CANDY,TSHIRT,ASTD,XL,1.0,220.0,11.0,209.0,126.0,WELCOME HOSIERY,2019,10,30,male
5331,G2123,2019-10-30,M.BRIEF,M.BRIEF,AMUL MACHO,OE,ASTD,85,1.0,85.0,4.25,80.75,63.81,GAYATRI HOSIERY TRADERS,2019,10,30,male
5332,G2123,2019-10-30,M.BRIEF,M.BRIEF,AMUL MACHO,OE,ASTD,85,1.0,85.0,4.25,80.75,63.81,GAYATRI HOSIERY TRADERS,2019,10,30,male
5333,G2124,2019-10-30,M.CAPRI,M.CAPRI,FUEL,CAPRI,ASTD,L,1.0,800.0,103.0,697.0,522.5,SHREE M.G. GARMENT,2019,10,30,male
5334,G2124,2019-10-30,L.TSHIRT,L.TSHIRT,JOCKEY,AW22,ASTD,S,-1.0,549.0,-166.05,-382.95,-368.2,SAI MARKETING,2019,10,30,female
5335,G2124,2019-10-30,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,M,1.0,314.0,54.83,259.17,199.68,MANAV CORPORATION,2019,10,30,male
5336,G2124,2019-10-30,L.NIGHTSUIT,L.NIGHTSUIT,R.K,1602,ASTD,M,1.0,650.0,83.69,566.31,420.0,RADHA KRISHNA SALES,2019,10,30,female
5337,G2125,2019-10-30,SOCKS,SOCKS,JOCKEY,7004,ASTD,FREE,1.0,119.0,5.95,113.05,79.81,MATANGI MARKETING,2019,10,30,other
5338,G2125,2019-10-30,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,L,1.0,314.0,31.4,282.6,199.68,MANAV CORPORATION,2019,10,30,male
5339,G2125,2019-10-30,SOCKS,SOCKS,PETER ENGLAND,PE-105,ASTD,FREE,1.0,105.0,5.25,99.75,73.0,SHREE AAIJI APPRELS,2019,10,30,other
5340,G2125,2019-10-30,SOCKS,SOCKS,PETER ENGLAND,PE-109,ASTD,FREE,1.0,109.0,5.45,103.55,75.79,SHREE AAIJI APPRELS,2019,10,30,other
5341,G2125,2019-10-30,SOCKS,SOCKS,PETER ENGLAND,PE-109,ASTD,FREE,1.0,109.0,5.45,103.55,75.79,SHREE AAIJI APPRELS,2019,10,30,other
5342,G2125,2019-10-30,SOCKS,SOCKS,PETER ENGLAND,PE-130,ASTD,FREE,1.0,130.0,6.5,123.5,90.39,SHREE AAIJI APPRELS,2019,10,30,other
5343,G2125,2019-10-30,PERFUME,PERFUME,RAMSONS,EXOTICA,-,-,1.0,470.0,94.0,376.0,255.0,SHREE GAYATRI SALES AGENCY,2019,10,30,other
5344,G2125,2019-10-30,SOCKS,SOCKS,SUPERSOX,ANKLE,ASTD,FREE,1.0,125.0,12.5,112.5,81.24,V3 ENTERPRISE,2019,10,30,other
5345,G2125,2019-10-30,M.TRUNK,M.TRUNK,UCB,P02,ASTD,L,1.0,399.0,39.9,359.1,273.61,SK ENTERPRISE,2019,10,30,male
5346,G2125,2019-10-30,M.TRUNK,M.TRUNK,UCB,P02,ASTD,L,1.0,399.0,39.9,359.1,273.61,SK ENTERPRISE,2019,10,30,male
5347,G2125,2019-10-30,M.TRUNK,M.TRUNK,UCB,P02,ASTD,L,1.0,399.0,39.9,359.1,273.61,SK ENTERPRISE,2019,10,30,male
5348,G2126,2019-10-30,L.TSHIRT,L.TSHIRT,JOCKEY,AW22,ASTD,XL,1.0,549.0,27.45,521.55,368.2,SAI MARKETING,2019,10,30,female
5349,G2127,2019-10-30,L.BRA,L.BRA,SAJANI,SONY,ASTD,32,1.0,65.0,3.25,61.75,46.56,SANDIP HOSIERY INDUSTRIES,2019,10,30,female
5350,G2127,2019-10-30,L.BRA,L.BRA,SAJANI,OPAL,ASTD,32,1.0,140.0,7.0,133.0,100.0,SANDIP HOSIERY INDUSTRIES,2019,10,30,female
5351,G2128,2019-10-30,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,115.0,11.5,103.5,78.49,V3 ENTERPRISE,2019,10,30,other
5352,G2128,2019-10-30,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,115.0,11.5,103.5,78.49,V3 ENTERPRISE,2019,10,30,other
5353,G2128,2019-10-30,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,115.0,11.5,103.5,78.49,V3 ENTERPRISE,2019,10,30,other
5354,G2128,2019-10-30,SOCKS,SOCKS,SUPERSOX,SOCKS,ASTD,FREE,1.0,115.0,11.5,103.5,78.49,V3 ENTERPRISE,2019,10,30,other
5355,G2128,2019-10-30,M.BOXER,M.BOXER,VANHEUSEN,BOXER,ASTD,L,1.0,479.0,23.95,455.05,342.14,RIVA FASHION,2019,10,30,male
5356,G2129,2019-10-30,M.BOXER,M.BOXER,-,BOXER,ASTD,XXL,1.0,210.0,10.5,199.5,135.0,WELCOME HOSIERY,2019,10,30,male
5357,G2129,2019-10-30,M.TSHIRT,M.TSHIRT,NEVA,VMC101,ASTD,S,1.0,314.0,31.4,282.6,199.68,MANAV CORPORATION,2019,10,30,male
5358,G2130,2019-10-30,M.CAPRI,M.CAPRI,FUEL,CAPRI,ASTD,XL,1.0,800.0,40.0,760.0,522.5,SHREE M.G. GARMENT,2019,10,30,male
5359,G2130,2019-10-30,M.TSHIRT,M.TSHIRT,OBOLA,TSHIRT,ASTD,L,1.0,430.0,21.5,408.5,280.0,SHREE M.G. GARMENT,2019,10,30,male
5360,G2130,2019-10-30,M.BOXER,M.BOXER,U.S.POLO,I664,ASTD,M,1.0,649.0,32.45,616.55,459.07,SK ENTERPRISE,2019,10,30,male
